location_name,location_id,province,province_id,municipality,municipality_id,location_type,page,area
Dilsen-Stokkem - Koeweide - Maasveld,29763,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,125,"33,37 ha"
Dilsen-Stokkem - Reinkesheide,29794,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,125,"1,84 km2"
Dinant,43641,Namur,24.0,Dinant (entité),43913.0,Deelgemeente,125,"18,46 km2"
Dinant (entité),43913,Namur,24.0,Dinant (entité),43913.0,Gemeente,125,"99,82 km2"
Dion,42755,Namur,24.0,Beauraing (entité),43930.0,Deelgemeente,125,"9,46 km2"
Dion-le-Mont,41768,Brabant Wallon,25.0,Chaumont-Gistoux (entité),43749.0,Deelgemeente,125,"5,77 km2"
Dion-le-Val,41769,Brabant Wallon,25.0,Chaumont-Gistoux (entité),43749.0,Deelgemeente,125,"3,04 km2"
Dion-Valmont (Etangs),42909,Brabant Wallon,25.0,Chaumont-Gistoux (entité),43749.0,Gebied,125,"4,15 ha"
Dison,43543,Liège,22.0,Dison (entité),43790.0,Deelgemeente,125,"4,55 km2"
Dison (entité),43790,Liège,22.0,Dison (entité),43790.0,Gemeente,125,"13,98 km2"
Dochamps,42372,Luxembourg,26.0,Manhay (entité),43897.0,Deelgemeente,125,"25,96 km2"
Doel - Doelpolder (DOPO),29869,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,125,"6,26 km2"
Doel - Doelpolder Noord (Doelpolderweiden DOWE),29867,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,125,"1,26 km2"
Doel - Dorp (DODO),29870,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,125,"26,77 ha"
Doel - Fort Liefkenshoek,191337,Antwerpen,17.0,Beveren,24123.0,Gebied,126,"11,36 ha"
Doel - Gedempt Doeldok (DDOK),29872,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,"1,63 km2"
Doel - Kerncentrale Dorp (KCDN),29868,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,"1,03 km2"
Doel - Paardenschor (PASC),29866,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,"26,91 ha"
Doel - Prosperpolder Noord,189871,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,"1,79 km2"
Doel - Prosperpolder Zuid,189872,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,"2,97 km2"
Doel - Schor Oude Doel (SCOD),29864,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,"1,04 km2"
Doel - Schor Oude Doel (SCOD) - SchorZuid A,600093,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,"2,15 ha"
Doel - Schor Oude Doel (SCOD) - SchorZuid B,600092,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,2.484 m2
Doel - Schor Oude Doel (SCOD) - SchorZuid C,600091,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,6.287 m2
Doel - Schor Oude Doel (SCOD) - SchorZuid D,600090,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,5.877 m2
Doel - Schor Oude Doel (SCOD) - SchorZuid E,600089,Oost-Vlaanderen,16.0,Beveren,24123.0,Gebied,126,"1,46 ha"
Doel (Dg),27361,Oost-Vlaanderen,16.0,Kieldrecht (Dg),24124.0,Deelgemeente,126,"25,01 km2"
Dohan,23838,Luxembourg,26.0,Bouillon (entité),43954.0,Deelgemeente,126,"5,17 km2"
Doische,43624,Namur,24.0,Doische (entité),43928.0,Deelgemeente,126,"9,89 km2"
Doische (entité),43928,Namur,24.0,Doische (entité),43928.0,Gemeente,126,"84,06 km2"
Dolembreux,42202,Liège,22.0,Sprimont (entité),43830.0,Deelgemeente,126,"10,56 km2"
Domaine d'Agbiermont (Beauvechain),180011,Brabant Wallon,25.0,Beauvechain (entité),43715.0,Gebied,126,"7,96 ha"
Domaine de Bérinzenne,252080,Liège,22.0,Spa (entité),43848.0,Gebied,126,"20,86 ha"
Domaine de Chevetogne,241341,Namur,24.0,Ciney (entité),43908.0,Gebied,126,"1,24 km2"
domaine de Graux - Gaurain-Ramecroix,108471,Hainaut,23.0,Tournai (entité),43768.0,Gebied,126,"1,28 km2"
Domaine de Jalna (Somme-Leuze),179871,Namur,24.0,Somme-Leuze (entité),43891.0,Gebied,126,"26,75 ha"
Domaine de la Chartreuse (Liège),179731,Liège,22.0,Liège (entité),43767.0,Gebied,126,"41,2 ha"
Domaine de Nettine,241220,Namur,24.0,Somme-Leuze (entité),43891.0,Gebied,126,917 m2
Domaine de Tribomont,241229,Liège,22.0,Pepinster (entité),43806.0,Gebied,126,"17,59 ha"
Domaine du Château de Moxhe (Hannut),179999,Liège,22.0,Hannut (entité),43750.0,Gebied,127,"14,06 ha"
"Domaine du Sart-Tilman, Angleur",71832,Liège,22.0,Liège (entité),43767.0,Gebied,127,"6,16 km2"
Domaine Le Boulac,680097,Luxembourg,26.0,Durbuy (entité),43877.0,Gebied,127,"38,75 ha"
Domaine provincial de Wégimont,615747,Liège,22.0,Soumagne (entité),43774.0,Gebied,127,"24,23 ha"
Domaine Solvay,42962,Brabant Wallon,25.0,La Hulpe (entité),43728.0,Gebied,127,"2,17 km2"
"Domein Pardon, Tienbunders (privé-domein, ontoegankelijk)",687959,Vlaams-Brabant,20.0,Zoutleeuw,23427.0,Gebied,127,"5,57 ha"
Donceel,43563,Liège,22.0,Donceel (entité),43773.0,Deelgemeente,127,"4,68 km2"
Donceel (entité),43773,Liège,22.0,Donceel (entité),43773.0,Gemeente,127,"23,44 km2"
Donceel (Etangs),43122,Liège,22.0,Donceel (entité),43773.0,Gebied,127,"1,58 ha"
Donderberg - Laeken/Laken,670829,Bruxelles / Brussel,19.0,—,,Gebied,127,"3,5 ha"
Dongelberg,41785,Brabant Wallon,25.0,Jodoigne (entité),43719.0,Deelgemeente,127,"4,86 km2"
Donk (Dg),27598,Limburg,14.0,Herk-de-Stad,91753.0,Deelgemeente,127,"5,86 km2"
Donstiennes,44316,Hainaut,23.0,Thuin (entité),43898.0,Deelgemeente,127,"4,6 km2"
Donstiennes (Etang),42961,Hainaut,23.0,Thuin (entité),43898.0,Gebied,127,"12,99 ha"
Doomkerke - Bossen (BODO)/Galatas bossen,31388,West-Vlaanderen,15.0,Ruiselede,24069.0,Gebied,127,"25,23 ha"
Doornzele - Doornzele (2120A),28381,Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,127,"4,21 km2"
Doornzele (2120),28380,Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,127,"9,54 km2"
Doorslaar - Doorndonckeinde,134399,Oost-Vlaanderen,16.0,Lokeren,24127.0,Gebied,127,7.563 m2
Doorslaar - Dorp en omgeving,28431,Oost-Vlaanderen,16.0,Lokeren,24127.0,Gebied,127,"9,71 km2"
Doorslaar - Moortels,134400,Oost-Vlaanderen,16.0,Lokeren,24127.0,Gebied,127,"2,7 ha"
Doorslaar - Westlede,134398,Oost-Vlaanderen,16.0,Lokeren,24127.0,Gebied,127,"3,42 ha"
Dorinne,42524,Namur,24.0,Yvoir (entité),43901.0,Deelgemeente,127,"6,29 km2"
Dormaal - Kerkhof,600207,Vlaams-Brabant,20.0,Zoutleeuw,23427.0,Gebied,127,3.347 m2
Dormaal (Dg),27772,Vlaams-Brabant,20.0,Zoutleeuw,23427.0,Deelgemeente,127,"4,72 km2"
Dottignies,23954,Hainaut,23.0,Mouscron (entité),43721.0,Deelgemeente,127,"14,34 km2"
Dour,43478,Hainaut,23.0,Dour (entité),43883.0,Deelgemeente,128,"12,06 km2"
Dour (entité),43883,Hainaut,23.0,Dour (entité),43883.0,Gemeente,128,"33,66 km2"
Dourbes,42708,Namur,24.0,Viroinval (entité),43937.0,Deelgemeente,128,"9,65 km2"
Douves du Chateau de Lavaux-Sainte-Anne,241219,Namur,24.0,Rochefort (entité),43923.0,Gebied,128,"1,19 ha"
Dranouter - Eeuwenhout,32137,West-Vlaanderen,15.0,Heuvelland,91761.0,Gebied,128,"27,17 ha"
Dranouter - Eeuwenhout - Bos,32138,West-Vlaanderen,15.0,Heuvelland,91761.0,Gebied,128,"10,85 ha"
Dranouter - Eeuwenhout - Grote Poel,32139,West-Vlaanderen,15.0,Heuvelland,91761.0,Gebied,128,2.777 m2
Dranouter - Eeuwenhout - Open terrein met hagen en struiken,32141,West-Vlaanderen,15.0,Heuvelland,91761.0,Gebied,128,"10,0 ha"
Dranouter - Eeuwenhout - Zaadboomgaard met graanakker,32140,West-Vlaanderen,15.0,Heuvelland,91761.0,Gebied,128,"6,04 ha"
Dranouter - Festivalterrein,28583,West-Vlaanderen,15.0,Heuvelland,91761.0,Gebied,128,"15,36 ha"
Dranouter (Dg),24097,West-Vlaanderen,15.0,Heuvelland,91761.0,Deelgemeente,128,"10,62 km2"
Dréhance,42802,Namur,24.0,Dinant (entité),43913.0,Deelgemeente,128,"5,54 km2"
Drève de Ninove (Quevaucamps),605790,Hainaut,23.0,Beloeil (entité),43820.0,Gebied,128,"1,17 ha"
Drieslinter - Begraafplaats,600223,Vlaams-Brabant,20.0,Linter,23417.0,Gebied,128,2.973 m2
Drieslinter - Vlierbroek,137823,Vlaams-Brabant,20.0,Linter,23417.0,Gebied,128,"21,49 ha"
Drieslinter (Dg),27755,Vlaams-Brabant,20.0,Linter,23417.0,Deelgemeente,128,"6,55 km2"
Drogenbos,23228,Vlaams-Brabant,20.0,—,,Gemeente,128,"2,54 km2"
Drogenbos - Begraafplaats,604901,Vlaams-Brabant,20.0,Drogenbos,23228.0,Gebied,128,"1,37 ha"
Drongen - Abdij,35403,Oost-Vlaanderen,16.0,Drongen (Dg),24110.0,Gebied,128,"12,47 ha"
Drongen - Assels Hoogstamboomgaard,35401,Oost-Vlaanderen,16.0,Drongen (Dg),24110.0,Gebied,128,"6,91 ha"
Drongen - Assels Noord,35400,Oost-Vlaanderen,16.0,Drongen (Dg),24110.0,Gebied,128,"67,0 ha"
Drongen - Assels Zuid,35402,Oost-Vlaanderen,16.0,Drongen (Dg),24110.0,Gebied,128,"1,58 km2"
Drongen - Baarlekouter,604007,Oost-Vlaanderen,16.0,Gent,24108.0,Gebied,128,"2,88 ha"
Drongen - Begraafplaats,675632,Oost-Vlaanderen,16.0,Gent,24108.0,Gebied,128,"1,64 ha"
Drongen - Centrum,35834,Oost-Vlaanderen,16.0,Gent,24108.0,Gebied,128,"1,93 km2"
Drongen - De Keuzemeersen,24457,Oost-Vlaanderen,16.0,Gent,24108.0,Gebied,129,"76,79 ha"
Drongen - Het Leeuwenhof,32470,Oost-Vlaanderen,16.0,Gent,24108.0,Gebied,129,"9,88 ha"
Drongen - Hoge Lake,35399,Oost-Vlaanderen,16.0,Gent,24108.0,Gebied,129,"50,02 ha"
Drongen (Dg),24110,Oost-Vlaanderen,16.0,Gent,24108.0,Deelgemeente,129,"26,16 km2"
Dry les Wennes (réserve naturelle),72972,Namur,24.0,Dinant (entité),43913.0,Gebied,129,"31,93 ha"
Dry-les-Wennes (Dinant),179655,Namur,24.0,Dinant (entité),43913.0,Gebied,129,"17,42 ha"
Dudzele - Centrum (CDZ),31654,West-Vlaanderen,15.0,Zeebrugge,24016.0,Gebied,129,"55,15 ha"
Dudzele - Dudzeleweiden (DZW),31655,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,129,"1,62 km2"
Dudzele - Industriezone Brugge Herdersbrug (IZBH),31298,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,129,"1,67 km2"
Dudzele - Kruisabele Centrum (CKA),31648,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,129,"53,6 ha"
Dudzele - Kruisabeleweiden (KABW),31649,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,129,"3,8 km2"
Dudzele - Pereboomweiden-Noord (PBWN),31652,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,129,"1,74 km2"
Dudzele - Pereboomweiden-Zuid (PBWZ),31644,West-Vlaanderen,15.0,Damme,24013.0,Gebied,129,"2,0 km2"
Dudzele - Ronselaereweiden (RLW),31650,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,129,"1,1 km2"
Dudzele - Waterhofstedeweiden (WHSW),31651,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,129,"1,87 km2"
Dudzele - Zuidstrook (ZSDZ),31656,West-Vlaanderen,15.0,Brugge,24005.0,Gebied,129,"1,07 km2"
Dudzele (Dg),27215,West-Vlaanderen,15.0,Zeebrugge,24016.0,Deelgemeente,129,"21,77 km2"
Duffel,23338,Antwerpen,17.0,—,,Gemeente,129,"22,65 km2"
Duffel - Beneden Netevallei - Overstromingsgebied Molenveldloop,241804,Antwerpen,17.0,Duffel,23338.0,Gebied,129,3.358 m2
Duffel - Fort,43375,Antwerpen,17.0,Duffel,23338.0,Gebied,129,"7,08 ha"
Duffel - Goorbosbeekvallei,43374,Antwerpen,17.0,Duffel,23338.0,Gebied,129,"13,32 ha"
Duffel - Heilige Geestbos,732566,Antwerpen,17.0,Duffel,23338.0,project-Gebied,129,"25,82 ha"
Duffel - Natuur- en wandelgebied Reynaers,679828,Antwerpen,17.0,Duffel,23338.0,Gebied,129,"16,47 ha"
Duffel - Overstromingsgebied Veleplas,241803,Antwerpen,17.0,Duffel,23338.0,Gebied,129,8.345 m2
Duffel - Vijvers Berkhoevelaan,247253,Antwerpen,17.0,Duffel,23338.0,Gebied,129,"2,25 ha"
Duffel/Rumst - Oude Spoorweg Zuid,43381,Antwerpen,17.0,Rumst,23355.0,Gebied,130,"9,09 ha"
Duffel/Rumst - Oude Spoorwegberm Noord,43382,Antwerpen,17.0,Duffel,23338.0,Gebied,130,"16,36 ha"
Duinbergen - Centrum (CDB),31776,West-Vlaanderen,15.0,Heist (Dg),24011.0,Gebied,130,"83,99 ha"
Duinbergen - Centrum (CDB) - Joseph Stübbepark,671898,West-Vlaanderen,15.0,Knokke-Heist,91755.0,Gebied,130,"2,3 ha"
Duinbergen - Nieuwe Verkaveling (NVDB),31739,West-Vlaanderen,15.0,Knokke-Heist,91755.0,Gebied,130,"50,63 ha"
Duinbergen - Park 58 (P58),84179,West-Vlaanderen,15.0,Heist (Dg),24011.0,Gebied,130,"6,64 ha"
Duinbossen Wenduine tot De Haan - Staatsbos Vlissegem (SBVG),31246,West-Vlaanderen,15.0,Vlissegem (Dg),24019.0,Gebied,130,"76,29 ha"
Duinbossen Wenduine tot De Haan - Staatsbos Wenduine (SBWD),31248,West-Vlaanderen,15.0,De Haan,24018.0,Gebied,130,"90,24 ha"
Duinbossen Wenduine tot De Haan - Zandpanne (ZP),31247,West-Vlaanderen,15.0,Vlissegem (Dg),24019.0,Gebied,130,"39,65 ha"
Duinbossen Wenduine tot De Haan (DBWD),31974,West-Vlaanderen,15.0,Vlissegem (Dg),24019.0,Gebied,130,"2,06 km2"
Duingebieden inclusief Ijzermonding en Zwin. - N2000,702013,West-Vlaanderen,15.0,Blankenberge,24014.0,Gebied,130,"37,82 km2"
Duisburg - Kerkhof,604866,Vlaams-Brabant,20.0,Tervuren,23388.0,Gebied,130,4.918 m2
Duisburg (Dg),27771,Vlaams-Brabant,20.0,Tervuren,23388.0,Deelgemeente,130,"6,95 km2"
Duras,23479,Limburg,14.0,Duras,23479.0,Deelgemeente,130,"9,39 km2"
Duras - Kasteelpark,29682,Limburg,14.0,Sint-Truiden,23101.0,Gebied,130,"1,6 km2"
Durbuy,43578,Luxembourg,26.0,Durbuy (entité),43877.0,Deelgemeente,130,"4,48 km2"
Durbuy (entité),43877,Luxembourg,26.0,Durbuy (entité),43877.0,Gemeente,130,157 km2
Durenne - Saint-Sauveur,121951,Hainaut,23.0,Frasnes-lez-Anvaing (entité),43738.0,Gebied,130,"38,75 ha"
Durme en Middenloop van de Schelde - N2000,713748,Oost-Vlaanderen,16.0,Berlare,24141.0,Gebied,130,"41,9 km2"
Durnal,42522,Namur,24.0,Yvoir (entité),43901.0,Deelgemeente,130,"10,38 km2"
Dworp - Begraafplaats,599977,Vlaams-Brabant,20.0,Beersel,23231.0,Gebied,130,"1,27 ha"
Dworp - De Rilroheide,24325,Vlaams-Brabant,20.0,Halle,23217.0,Gebied,130,"49,01 ha"
Dworp - Duling,694779,Vlaams-Brabant,20.0,Beersel,23231.0,Gebied,130,"7,69 ha"
Dworp - Steenputbeek,24514,Vlaams-Brabant,20.0,Beersel,23231.0,Gebied,130,"49,46 ha"
Dworp (Dg),23234,Vlaams-Brabant,20.0,Beersel,23231.0,Deelgemeente,130,"9,79 km2"
Dyle - tronçon de Basse-Wavre à Pécrot,72839,Brabant Wallon,25.0,Wavre (entité),43724.0,Gebied,131,"12,91 ha"
Dyle - tronçon de Bierges à Wavre,72840,Brabant Wallon,25.0,Wavre (entité),43724.0,Gebied,131,"13,8 ha"
Dyle - tronçon de Pécrot à Néthen,72841,Brabant Wallon,25.0,Grez-Doiceau (entité),43716.0,Gebied,131,"36,58 ha"
E41612 Flora atlas Brussel,721098,Bruxelles / Brussel,19.0,—,,Gebied,131,"1,0 km2"
E41623 Flora atlas Brussel,721097,Bruxelles / Brussel,19.0,—,,Gebied,131,"1,0 km2"
E42441 Flora atlas Brussel,721100,Bruxelles / Brussel,19.0,—,,Gebied,131,"99,99 ha"
E42521 Flora atlas Brussel,696104,Bruxelles / Brussel,19.0,—,,Gebied,131,"1,0 km2"
E42523 Flora atlas Brussel,696105,Bruxelles / Brussel,19.0,—,,Gebied,131,"1,0 km2"
E42524 Flora atlas Brussel,722190,Bruxelles / Brussel,19.0,—,,Gebied,131,"1,05 km2"
E42732 Flora atlas Brussel,721101,Vlaams-Brabant,20.0,—,,Gebied,131,"1,01 km2"
E43432 Flora atlas Brussel,721103,Bruxelles / Brussel,19.0,—,,Gebied,131,"1,0 km2"
E43434 Flora atlas Brussel,721102,Bruxelles / Brussel,19.0,—,,Gebied,131,"1,0 km2"
E43513 Flora atlas Brussel,721099,Bruxelles / Brussel,19.0,—,,Gebied,131,"99,84 ha"
Eau noire - Forge Jean Petit,108331,Hainaut,23.0,Chimay (entité),43933.0,Gebied,131,"93,38 ha"
Eben-Emael,42160,Liège,22.0,Bassenge (entité),43714.0,Deelgemeente,131,"8,99 km2"
Eben-Ezer,73166,Liège,22.0,Bassenge (entité),43714.0,Gebied,131,"27,79 ha"
Ebly,42387,Luxembourg,26.0,Léglise (entité),43953.0,Deelgemeente,131,"18,53 km2"
Ecaussinnes (Carrière De Scouffleny),42890,Hainaut,23.0,Ecaussinnes (entité),43814.0,Gebied,131,"21,65 ha"
Ecaussinnes (entité),43814,Hainaut,23.0,—,,Gemeente,131,"34,96 km2"
Ecaussinnes-d'Enghien,41995,Hainaut,23.0,Ecaussinnes (entité),43814.0,Deelgemeente,131,"17,55 km2"
Ecaussinnes-Lalaing,23902,Hainaut,23.0,Ecaussinnes (entité),43814.0,Deelgemeente,131,"7,26 km2"
Ecole d'Acoz,241746,Hainaut,23.0,Gerpinnes (entité),43896.0,Gebied,131,"1,09 ha"
Ecole IATA,241321,Namur,24.0,Namur (entité),43840.0,Gebied,131,6.938 m2
Ecole Saint Roch,252079,Liège,22.0,Theux (entité),43823.0,Gebied,131,3.030 m2
Ecoles ND Loverval,251689,Hainaut,23.0,Gerpinnes (entité),43896.0,Gebied,131,"25,98 ha"
Edegem,23347,Antwerpen,17.0,—,,Gemeente,132,"8,68 km2"
Edegem - Boerenleger,240735,Antwerpen,17.0,Edegem,23347.0,Gebied,132,"1,0 ha"
Edegem - Fort 5,29435,Antwerpen,17.0,Edegem,23347.0,Gebied,132,"33,92 ha"
Edegem - Hof ter Linden,29436,Antwerpen,17.0,Edegem,23347.0,Gebied,132,"34,75 ha"
Edegem - Kasteel Arendsnest,29437,Antwerpen,17.0,Edegem,23347.0,Gebied,132,"13,2 ha"
Edegem - Romeinse Put,29438,Antwerpen,17.0,Edegem,23347.0,Gebied,132,"9,87 ha"
Edegem/Kontich - Edegemse Beek,599166,Antwerpen,17.0,Kontich,23336.0,Gebied,132,"20,98 ha"
Edegemse beekvallei - Hazeschrans,84553,Antwerpen,17.0,Edegem,23347.0,Gebied,132,"1,11 km2"
Eeklo,24197,Oost-Vlaanderen,16.0,—,,Gemeente,132,"30,4 km2"
Eeklo - Brug en wegberm Schipdonkkanaal thv Balgerhoeke,191703,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,132,1.042 m2
Eeklo - Bus - Noordbus (4220C),30213,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,132,"1,3 km2"
Eeklo - Bus - Oostveldakker (4220A),30215,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,132,"3,81 km2"
Eeklo - Bus - Zuidbus (4220B),30214,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,132,"1,74 km2"
Eeklo - Bus (4220),30212,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,132,"6,85 km2"
Eeklo - Het Leen - Noord (4250A) (Prov. Dom. Oost-Vlaanderen),30267,Oost-Vlaanderen,16.0,Zomergem,24201.0,Gebied,132,"1,1 km2"
Eeklo - Het Leen - Zuid (4250B) (Prov. Dom. Oost-Vlaanderen),30268,Oost-Vlaanderen,16.0,Zomergem,24201.0,Gebied,132,"1,84 km2"
Eeklo - Het Leen en ruime omgeving (4250),30265,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,132,"12,0 km2"
Eeklo - Het Leen (Prov. Dom. Oost-Vlaanderen),193037,Oost-Vlaanderen,16.0,Zomergem,24201.0,Gebied,132,"2,94 km2"
Eeklo - Koudekeuken - Koudekeuken (4190A),30299,Oost-Vlaanderen,16.0,Waarschoot,24205.0,Gebied,132,"1,56 km2"
Eeklo - Koudekeuken - Schaapsdreef (4190B),30300,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,132,"1,11 km2"
Eeklo - Koudekeuken (4190),30298,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,132,"2,67 km2"
Eeklo - Provinciaal Domein - Dam (4250E),30269,Oost-Vlaanderen,16.0,Waarschoot,24205.0,Gebied,132,"83,74 ha"
Eeklo - Provinciaal Domein - Nieuwendorpe (4250C),30266,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,132,"4,21 km2"
Eeklo - Provinciaal Domein - Stoktevijver (4250D),30270,Oost-Vlaanderen,16.0,Zomergem,24201.0,Gebied,132,"1,6 km2"
Eeklo - Streekcentrum Huysmanshoeve (Prov. Dom. Oost-Vlaanderen),615690,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,132,"5,71 ha"
Eeklo - Waai - Vlotte zuid (4210B),28369,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,133,"44,8 ha"
Eeklo - Waai - Waai (4210A),30211,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,133,"92,9 ha"
Eeklo - Waai (4210),30210,Oost-Vlaanderen,16.0,Eeklo,24197.0,Gebied,133,"1,38 km2"
Eernegem - Beekput (BPEG),28519,West-Vlaanderen,15.0,Ichtegem,24028.0,Gebied,133,"4,22 km2"
Eernegem - Bourgogne Meersen (BMEG),28877,West-Vlaanderen,15.0,Ichtegem,24028.0,Gebied,133,"6,93 km2"
Eernegem - Centrum (CEG),28876,West-Vlaanderen,15.0,Ichtegem,24028.0,Gebied,133,"2,55 km2"
Eernegem - Muizeveld (MVEG),31363,West-Vlaanderen,15.0,Ichtegem,24028.0,Gebied,133,"2,48 km2"
Eernegem - Stationsput (SPEG),252579,West-Vlaanderen,15.0,Ichtegem,24028.0,Gebied,133,"9,5 ha"
Eernegem - Stationsput (SPEG) - Kikkerpoelen,252580,West-Vlaanderen,15.0,Ichtegem,24028.0,Gebied,133,8.558 m2
Eernegem (Dg),27251,West-Vlaanderen,15.0,Ichtegem,24028.0,Deelgemeente,133,"18,52 km2"
Eernegem/Aartrijke - De Klokputten (KPEA),28520,West-Vlaanderen,15.0,Ichtegem,24028.0,Gebied,133,"4,86 km2"
Eernegem/Aartrijke - Gemene Veld (GVEA),31362,West-Vlaanderen,15.0,Ichtegem,24028.0,Gebied,133,"2,6 km2"
Eernegem/Zerkegem - Dorenhoek (DHEZ),28875,West-Vlaanderen,15.0,Ichtegem,24028.0,Gebied,133,"6,01 km2"
Egem - Kleigroeve Anyze,31394,West-Vlaanderen,15.0,Pittem,24067.0,Gebied,133,"42,45 ha"
Egem (Dg),27290,West-Vlaanderen,15.0,Pittem,24067.0,Deelgemeente,133,"10,29 km2"
Eggertingen - Brullenbos - Beekbeemdenbeek (LiLa),94483,Limburg,14.0,Kortessem,23465.0,Gebied,133,"11,83 ha"
Eggertingen - Brullenbos - De Brullen (LiLa),94484,Limburg,14.0,Hoeselt,23470.0,Gebied,133,"7,18 ha"
Eggertingen - Brullenbos - Lerebeek (LiLa),94485,Limburg,14.0,Kortessem,23465.0,Gebied,133,"46,24 ha"
Eggertingen - Brullenbos - Mombeek (LiLa),94486,Limburg,14.0,Kortessem,23465.0,Gebied,133,"71,39 ha"
Eggewaartskapelle (Dg),27279,West-Vlaanderen,15.0,Veurne,24054.0,Deelgemeente,133,"5,62 km2"
Eghezée,43613,Namur,24.0,Eghezée (entité),43787.0,Deelgemeente,133,"5,86 km2"
Eghezée (entité),43787,Namur,24.0,Eghezée (entité),43787.0,Gemeente,133,103 km2
Ehein,42219,Liège,22.0,Neupré (entité),43825.0,Deelgemeente,133,"1,74 km2"
Ehô (Tellin),179681,Luxembourg,26.0,Tellin (entité),43938.0,Gebied,133,"10,88 ha"
Eigenbilzen (Dg),27604,Limburg,14.0,Bilzen,23100.0,Deelgemeente,133,"8,22 km2"
Eindhout - Centrum,134477,Antwerpen,17.0,Laakdal,91756.0,Gebied,134,"1,61 km2"
Eindhout - Eindhoutberg,29027,Antwerpen,17.0,Laakdal,91756.0,Gebied,134,"1,09 km2"
Eindhout - Eindhoutbroek,29028,Antwerpen,17.0,Laakdal,91756.0,Gebied,134,"51,15 ha"
Eindhout - Hezemeerheide II,189135,Antwerpen,17.0,Meerhout,23324.0,Gebied,134,"1,57 km2"
Eindhout - Huisbroek,29023,Antwerpen,17.0,Laakdal,91756.0,Gebied,134,"35,46 ha"
Eindhout - Industriegebied Winkelomheide,181047,Antwerpen,17.0,Geel,23092.0,Gebied,134,"53,09 ha"
Eindhout - Oosterbossen,28258,Antwerpen,17.0,Laakdal,91756.0,Gebied,134,"48,04 ha"
Eindhout - Ossenbroeken,29029,Antwerpen,17.0,Laakdal,91756.0,Gebied,134,"1,74 km2"
Eindhout - Ossenbroeken - Ossenbroeken Eindhout,29030,Antwerpen,17.0,Laakdal,91756.0,Gebied,134,"28,05 ha"
Eindhout - Ossenbroeken - Ossenbroeken Vorst,29031,Antwerpen,17.0,Laakdal,91756.0,Gebied,134,"1,46 km2"
Eindhout (Dg),27183,Antwerpen,17.0,Geel,23092.0,Deelgemeente,134,"9,44 km2"
Eindhout/Vorst - Swinnebroeken,29032,Antwerpen,17.0,Laakdal,91756.0,Gebied,134,"1,13 km2"
Eindhout/Vorst - Swinnebroeken - Noord,29033,Antwerpen,17.0,Meerhout,23324.0,Gebied,134,"55,42 ha"
Eindhout/Vorst - Swinnebroeken - Zuid,29034,Antwerpen,17.0,Laakdal,91756.0,Gebied,134,"57,39 ha"
Eine - Begraafplaats Meulewal,108735,Oost-Vlaanderen,16.0,Oudenaarde,24180.0,Gebied,134,"11,66 ha"
Eine - Diepenbeek,108716,Oost-Vlaanderen,16.0,Oudenaarde,24180.0,Gebied,134,"63,67 ha"
Eine - Doorn,108713,Oost-Vlaanderen,16.0,Oudenaarde,24180.0,Gebied,134,"86,79 ha"
Eine - Dorp,107798,Oost-Vlaanderen,16.0,Oudenaarde,24180.0,Gebied,134,"2,11 km2"
